OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
754667,04092300277,CARNICERIA LA HACIENDA,5440-114 ATLANTIC SPRINGS RD ,,RALEIGH,NC,27616,(984) 200-1151,2017/01/23 00:00:00+00,Meat Market,17620,-78.59773285,35.85673584,M
754668,04092030454,Porky's Dogs 'n Que (WCID #750),1348 N Main ST ,Tractor Supply M-F 11-2,Fuquay-Varina,NC,27526,(919) 757-9514,2019/12/09 00:00:00+00,Pushcarts,17626,-78.77533261,35.59075123,M
754669,04092017518,SALSA AZTECA,7425 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 295-5355,2017/01/26 00:00:00+00,Restaurant,17632,-78.47986997,35.79937576,M
754670,04092022006,PUBLIX #1544 SEAFOOD,1441 KELLY RD ,,APEX,NC,27502,(919) 303-6200,2017/02/06 00:00:00+00,Food Stand,17633,-78.89379203,35.73782787,M
754671,04092016959,SHERATON RALEIGH KITCHEN/JIMMY V'S OSTERIA & BAR,421 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 834-9900,2015/07/07 00:00:00+00,Restaurant,17640,-78.6399062,35.77493479,M
754672,04092016977,MCDONALDS #32242,7100 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 552-4071,2015/07/14 00:00:00+00,Restaurant,17643,-78.83107956,35.63625053,M
754673,04092021987,H Mart SDG Tofu House,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,Food Stand,17651,-78.84865444,35.78921622,M
754674,04092017320,BJ'S RESTAURANT,5707 DILLARD DR ,,CARY,NC,27518,(919) 710-8170,2016/09/12 00:00:00+00,Restaurant,17652,-78.74369156,35.75540712,M
754675,04092017319,PUBLIX #1514 DELI,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 00:00:00+00,Restaurant,17653,-78.5075981,35.94611021,M
754676,04092018335,Smoothies +,8105 Fayetteville RD ,,RALEIGH,NC,27603,(910) 922-4011,2020/03/09 00:00:00+00,Restaurant,17657,-78.69976419,35.66336426,M
754677,04092040382,Bella's Hot Dogs #2 (WCID# 760),4901 Capital BLVD ,,RALEIGH,NC,27616,(919) 218-2724,2020/03/13 00:00:00+00,Pushcarts,17658,-78.58308122,35.85290297,M
754678,04092017853,ONCE IN A BLUE MOON BAKERY AND CAFE,115 W CHATHAM ST,,CARY,NC,27511-3318,(919) 319-6554,2018/05/30 00:00:00+00,Restaurant,17667,-78.78180095,35.78682557,M
754679,04092016838,PANERA #1813,6201 GLENWOOD AVE.,,RALEIGH,NC,27612,(919) 334-2726,2014/12/17 00:00:00+00,Restaurant,17670,-78.70383431,35.85593995,M
754680,04092018043,Terrace Cafe SAS Building A,920 SAS Campus DR ,,Cary,NC,27513,,2019/01/25 00:00:00+00,Restaurant,17675,-78.7476237,35.81616993,M
754681,04092018062,TWO GUYS GRILLE,4149 Davis DR ,,MORRISVILLE,NC,27560,(919) 462-9336,2019/02/26 00:00:00+00,Restaurant,17676,-78.85811603,35.8356265,M
754682,04092021744,LITTLE TOKYO,5959 TRIANGLE TOWN BLVD ,FC 1132,RALEIGH,NC,27616,(919) 792-0111,2013/05/28 00:00:00+00,Food Stand,17679,-78.57603863,35.86599856,M
754683,04092025288,Food Lion #2244 Deli,7905 FALLS OF NEUSE RD,,RALEIGH,NC,27615,(919) 847-8159,2019/10/29 00:00:00+00,Food Stand,17685,-78.62699996,35.89304166,M
754684,04092025290,Chick-Fil-A Crabtree Valley Mall #00060,4325 Glenwood  AVE ,Unit 2047,RALEIGH,NC,27612,(919) 782-1911,2019/10/31 00:00:00+00,Food Stand,17687,-78.68184484,35.84183815,T
754685,04092018209,VICINO'S PIZZA,962A Airport BLVD ,,MORRISVILLE,NC,27560,,2019/10/30 00:00:00+00,Restaurant,17686,-78.8212912,35.85834226,M
754686,04092016866,AWAZ'E ETHIOPIAN/ERITREAN CUISINE,904 NE MAYNARD RD ,,CARY,NC,27513,(919) 377-2599,2015/02/05 00:00:00+00,Restaurant,17691,-78.76838489,35.80043169,M
754687,04092016872,HAMPTON INN (Breakfast area),1010 AIRPORT BLVD.,,MORRISVILLE,NC,27560,(919) 462-1620,2015/02/05 00:00:00+00,Restaurant,17692,-78.81929812,35.85344902,T
754688,04092018022,ALEX & TERESA'S PIZZA & TRATTORIA,941 N HARRISON AVE ,,CARY,NC,27513,(919) 377-0742,2018/12/27 00:00:00+00,Restaurant,17705,-78.78451708,35.80143518,M
754689,04092017927,Showmars - Wake Forest,1009-128 Stadium DR ,,WAKE FOREST,NC,27587,(919) 554-9608,2018/07/20 00:00:00+00,Restaurant,17698,-78.52993342,35.99015656,M
754690,04092014483,Tacos Mexico,1430 N Main ST ,,FUQUAY-VARINA,NC,27526,(919) 557-1777,2005/12/08 00:00:00+00,Restaurant,17715,-78.77067049,35.59261337,M
754691,04092300289,Food Lion #2244 Meat/Seafood,7905 Falls of Neuse Road,,RALEIGH,NC,27615,(919) 847-8159,2019/10/29 00:00:00+00,Meat Market,17719,-78.62699996,35.89304166,M
754692,04092030479,Taste of Aloha (WCID #768),1298 Buck Jones RD ,,RALEIGH,NC,27606,(919) 698-8832,2020/05/20 00:00:00+00,Mobile Food Units,17723,-78.74269679,35.76588987,M
754693,04092025230,Domino's #7431,13220-190 Strickland RD,,RALEIGH,NC,27613,(919) 676-6602,2018/12/17 00:00:00+00,Food Stand,17702,-78.72657103,35.90727261,M
754694,04092018371,Templeton of Cary,215 BRIGHTMORE DR,,CARY,NC,27518,(984) 200-3688,2020/06/05 00:00:00+00,Restaurant,17724,-78.77772922,35.7441046,M
754695,04092017548,ZEERA INDIAN RESTAURANT,1311 E BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 762-6215,2017/03/09 00:00:00+00,Restaurant,17733,-78.77604319,35.59548799,M
754696,04092017540,GREAT HARVEST BREAD CO.,1240 NW MAYNARD RD ,,CARY,NC,27513,(919) 460-8158,2017/02/25 00:00:00+00,Restaurant,17734,-78.80932512,35.7848684,M
754697,04092018232,Planet Smoothie,2808 ROGERS RD,101,WAKE FOREST,NC,27587,(984) 237-0016,2019/11/15 00:00:00+00,Restaurant,17735,-78.52660201,35.95272802,M
754698,04092018247,PIZZA HUT #2020,11010 LAKE GROVE  BLVD ,,MORRISVILLE,NC,27650,(919) 234-0652,2019/12/03 00:00:00+00,Restaurant,17737,-78.84707532,35.82315923,M
754699,04092030457,Fatboys Kitchen LLC #2 (WCID #631),10125  Division DR ,,RALEIGH,NC,27603,(919) 591-6999,2019/12/23 00:00:00+00,Mobile Food Units,17739,-78.7114342,35.63398295,M
754700,04092018294,Chick-Fil-A #4239,1010 FORESTVILLE RD,,WAKE FOREST,NC,27587,(919) 554-6995,2020/01/15 00:00:00+00,Restaurant,17740,-78.50659937,35.94595609,M
754701,04092018290,V PIZZA,1389 Kildaire Farm RD ,,CARY,NC,27511,(919) 650-1821,2020/01/14 00:00:00+00,Restaurant,17742,-78.78276201,35.75907973,M
754702,04092018317,Mission Beef and Brews,4801 Harbour Towne DR ,,RALEIGH,NC,27604,(919) 250-3030,2020/02/10 00:00:00+00,Restaurant,17744,-78.55468477,35.80720543,M
754703,04092018167,Mustang Charlie's,1501 N SALEM ST ,,APEX,NC,27502-2933,(704) 425-8003,2019/08/30 00:00:00+00,Restaurant,17745,-78.85363723,35.74825575,M
754704,04092018175,Wake County Detention Center Kitchen & Staff,3301 Hammond Rd,,RALEIGH,NC,27603,(919) 255-7120,2019/09/11 00:00:00+00,Restaurant,17748,-78.63888755,35.73379172,M
754705,04092014480,Pruitt Health - Raleigh Dining,2420 Lake Wheeler RD,,RALEIGH,NC,27603,(919) 755-0226,2006/01/10 00:00:00+00,Restaurant,17755,-78.67644314,35.74808355,M
754706,04092016177,TRAVINIA ITALIAN KITCHEN,1301 MARKET CENTER DR ,,MORRISVILLE,NC,27560,(919) 467-1718,2012/04/27 00:00:00+00,Restaurant,17763,-78.81676023,35.80454378,M
754707,04092300256,LAS TRES FRONTERAS SUPER MERCADO,748 E CHATHAM  ST ,,CARY,NC,27511,(919) 380-3592,2012/05/22 00:00:00+00,Meat Market,17764,-78.76514155,35.79157241,M
754708,04092016982,FIVE GUYS #1728,150 CABELA DR ,,GARNER,NC,27529,(919) 772-7338,2015/07/06 00:00:00+00,Restaurant,17765,-78.58356211,35.69799194,M
754709,04092028050,Chop Shop,210 E SIX FORKS RD ,,RALEIGH,NC,27609,(919) 696-4603,2019/02/11 00:00:00+00,Food Stand,17778,-78.6299036,35.8214579,M
754710,04092030463,The Spot (WCID # 752),3704 NEW BERN AVE,,RALEIGH,NC,27610,(919) 614-1736,2020/02/07 00:00:00+00,Mobile Food Units,17787,-78.57765765,35.7968366,M
754711,04092016123,PANERA BREAD #1644,4421 SIX FORKS RD,STE 119,RALEIGH,NC,27609-5771,(919) 781-1112,2012/03/27 00:00:00+00,Restaurant,17789,-78.64349886,35.84017418,M
754712,04092040193,Pinhead Investments #3 (WCID #213),200 Block Cabarrus ST ,,RALEIGH,NC,27602,(919) 846-9863,2007/07/24 00:00:00+00,Pushcarts,17797,0,0,U
754713,04092014942,Centro,106 S Wilmington ST ,,RALEIGH,NC,27601,(919) 835-3593,2007/09/10 00:00:00+00,Restaurant,17799,-78.63844527,35.77926874,M
754714,04092021833,HARRIS TEETER #319 PRODUCE,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 00:00:00+00,Food Stand,17804,-78.67971393,35.85737248,M
754715,04092018104,Domino's #5577,1600 CROSS LINK RD,,RALEIGH,NC,27610,(919) 828-8500,2019/05/30 00:00:00+00,Restaurant,17821,-78.61369584,35.7540284,M
754716,04092025260,Smoothie King #1662,4212 LASSITER RD,,HOLLY SPRINGS,NC,27540-4301,,2019/05/31 00:00:00+00,Restaurant,17822,-78.79440661,35.66435998,M
754717,04092025254,Harris Teeter #498 Produce,1371 E Broad ST ,,FUQUAY-VARINA,NC,27526,(919) 567-7423,2019/04/18 00:00:00+00,Food Stand,17825,-78.77604319,35.59548799,M
754718,04092018160,Dunkin' #351119,999 DURHAM  RD ,STE 103,WAKE FOREST,NC,27587,(919) 556-9007,2019/08/27 00:00:00+00,Restaurant,17828,-78.54726412,35.97582732,T
754719,04092018389,Five Star Restaurant,301 N WEST ST,101,RALEIGH,NC,27603,(919) 833-3311,2020/06/24 00:00:00+00,Restaurant,17829,-78.64609455,35.78410736,M
754720,04092030263,CHARLIE'S KABOBS ON WHEELS (WCID #505),Mobile Food Unit,,WAKE FOREST,NC,27587,(919) 749-1030,2014/09/17 00:00:00+00,Mobile Food Units,17837,0,0,U
754721,04092015606,WAFFLE HOUSE #1161,3703 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 231-1292,2010/04/23 00:00:00+00,Restaurant,17844,-78.57689663,35.79823602,M
754722,04092015705,JERSEY MIKES ,14460 NEW FALLS OF NEUSE RD ,STE 113,RALEIGH,NC,27614-8227,(919) 488-0262,2010/08/31 00:00:00+00,Restaurant,17846,-78.54362008,35.94386602,M
754723,04092014947,Hardee's #1207,5639 Hillsborough ST ,,RALEIGH,NC,27606,(919) 859-0607,2007/09/11 00:00:00+00,Restaurant,17848,-78.72266449,35.785856,M
754724,04092030247,VIRGIL'S JAMAICA (WCID #443),2101  S Main ST ,,Wake Forest,NC,27587,(919) 562-5570,2012/11/19 00:00:00+00,Mobile Food Units,17852,-78.53310077,35.94802112,M
754725,04092014238,Bojangles,4621 New Bern AVE ,,RALEIGH,NC,27610,(919) 231-9028,2005/02/04 00:00:00+00,Restaurant,17861,-78.55786564,35.79891549,M
754726,04092025314,The Butcher's Market-Bedford,1540 DUNN RD,160,RALEIGH,NC,27614,(919) 747-9802,2020/06/23 00:00:00+00,Food Stand,17872,-78.58619433,35.92539994,M
754727,04092030423,The Hot Dog Hub (WCID #707),2201 S Wilmington ST ,,RALEIGH,NC,27603,(910) 943-7074,2019/05/28 00:00:00+00,Mobile Food Units,17880,-78.63902655,35.752054,M
754728,04092017950,Tru by Hilton Foodservice,350 Airgate DR ,,MORRISVILLE,NC,27560,(919) 813-7129,2018/08/17 00:00:00+00,Restaurant,17882,-78.81505656,35.86619026,M
754729,04092025225,DOMINO'S #8938,2001 WIDE WATERS PKY ,,KNIGHTDALE,NC,27545,(919) 266-6667,2018/11/19 00:00:00+00,Food Stand,17883,-78.50515596,35.79511678,T
754730,04092017029,LOS TRES MEXICAN RESTAURANT,1301 E WILLIAMS ST ,,APEX,NC,27502,(919) 367-6797,2015/09/16 00:00:00+00,Restaurant,17890,-78.84117412,35.71702832,M
754731,04092300271,PETRA SUPERMARKET,6089 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 876-8230,2015/10/05 00:00:00+00,Meat Market,17896,-78.58309511,35.86882022,M
754732,04092021949,Circle K#2723100,6317 CREEDMOOR RD ,,RALEIGH,NC,27612-6709,(919) 870-1108,2016/03/16 00:00:00+00,Food Stand,17900,-78.68016239,35.87266067,M
754733,04092017193,CRAFTY BEER SHOP,8450 HONEYCUTT RD ,Suite 108,RALEIGH,NC,27615,(919) 703-0874,2016/04/05 00:00:00+00,Restaurant,17904,-78.62166097,35.89510574,M
754734,04092017191,TAMARIND,8531-109 BRIER CREEK PKY ,,RALEIGH,NC,27617,(919) 406-3473,2016/03/31 00:00:00+00,Restaurant,17903,-78.78606215,35.90557616,M
754735,04092018304,Crab du Jour Cajun Seafood Restaurant & Bar,6320 PLANTATION CENTER DR,,RALEIGH,NC,27616,(919) 803-2016,2020/01/27 00:00:00+00,Restaurant,17907,-78.58237548,35.87315637,M
754736,04092030461,Taqueria Tequila (WCID #724),301 E WILLIAMS ST,,APEX,NC,27502-2146,(984) 255-3119,2020/01/31 00:00:00+00,Mobile Food Units,17909,-78.85082083,35.72639685,M
754737,04092017916,DELL/EMC2,5800 TECHNOLOGY  DR ,,APEX,NC,27502,(978) 317-8672,2018/09/10 00:00:00+00,Restaurant,17910,-78.84431049,35.69286556,M
754738,04092017878,Bartaco North Hills,4121 Main at North Hills ST ,,RALEIGH,NC,27609,(919) 626-8226,2018/06/27 00:00:00+00,Restaurant,17918,-78.64323049,35.83718561,M
754739,04092016145,BUFFALO WILD WINGS #357,1300 VILLAGE MARKET PL ,,MORRISVILLE,NC,27560,(919) 469-7872,2012/03/28 00:00:00+00,Restaurant,17920,-78.81477704,35.80605417,M
754740,04092016143,SHEETZ #480,600 CORPORATION CENTER DR ,,RALEIGH,NC,27607,(919) 859-9577,2012/03/27 00:00:00+00,Restaurant,17919,0,0,U
754741,04092021812,LOWES FOODS #162 DELI,6430 TRYON ROAD,,CARY,NC,27513,(919) 859-9335,2014/09/25 00:00:00+00,Food Stand,17928,-78.7615544,35.74559939,M
754742,04092021970,Circle K #2723303,2506 S SAUNDERS ST ,,RALEIGH,NC,27603,(919) 743-0128,2016/08/23 00:00:00+00,Food Stand,17935,-78.64945101,35.74978363,M
754743,04092018367,TONY'S TAPS & OYSTER CO. ,107 Edinburgh South DR ,Ste 129,CARY,NC,27511,,2020/05/19 00:00:00+00,Restaurant,17941,-78.79792507,35.7367619,M
754744,04092017146,TSA CAFE,6501 MOUNT HERMAN RD ,,RALEIGH,NC,27617,(984) 872-2233,2016/01/29 00:00:00+00,Restaurant,17962,-78.76699446,35.90868392,M
754745,04092030379,Baltic Bites (WCID #669),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 810-2944,2018/09/19 00:00:00+00,Mobile Food Units,17957,-78.64171063,35.75324624,M
754746,04092021934,CIRCLE K #2720457,705 E WILLIAMS ST ,,APEX,NC,27502,(919) 362-1164,2016/02/24 00:00:00+00,Food Stand,17965,-78.84527736,35.72350124,M
754747,04092018106,Boulevard Pizza,2925 Wendell BLVD ,,WENDELL,NC,27591,(919) 365-0040,2019/06/03 00:00:00+00,Restaurant,17971,-78.37769913,35.79213283,M
754748,04092017281,WENDY'S #6329,8209 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 676-2320,2016/08/11 00:00:00+00,Restaurant,17975,-78.68128897,35.89926613,M
754749,04092030312,THE ROLLING GRILL (WCID #558),7200 Old Stage RD ,,Raleigh,NC,27603,(919) 673-8038,2016/08/09 00:00:00+00,Mobile Food Units,17976,-78.65810885,35.67821959,M
754750,04092030376,Trash Talk (WCID #315),2835 Milano AVE ,,APEX,NC,27502,(919) 337-5137,2018/08/09 00:00:00+00,Mobile Food Units,17984,-78.91723328,35.71512113,M
754751,04092025283,H Mart Thai Koon Nine,1961 HIGH HOUSE RD,,CARY,NC,27519,,2019/09/23 00:00:00+00,Restaurant,17994,-78.84865444,35.78921622,M
754752,04092021770,PAPA MURPHY'S NC#004,756 W WILLIAMS ST ,,APEX,NC,27502,(919) 249-4949 ext. 1,2013/12/11 00:00:00+00,Food Stand,17996,-78.86276064,35.73803218,M
754753,04092021867,FOOD LION #1374 PRODUCE,9525 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 676-0141,2015/08/25 00:00:00+00,Food Stand,18020,-78.65461142,35.89932701,M
754754,04092021974,PUBLIX #1514 PRODUCE,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 00:00:00+00,Food Stand,18034,-78.5075981,35.94611021,M
754755,04092015443,MoonRunners Saloon,1506 US 70 HWY W ,,GARNER,NC,27529,(919) 662-5119,2009/08/12 00:00:00+00,Restaurant,18044,-78.64623771,35.72377782,M
754756,04092025199,Curry in a Hurry @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(919) 606-4285,2018/08/01 00:00:00+00,Food Stand,18050,-78.6456917,35.77945516,M
754757,04092018386,Wing Stop #1542,51 CABELA DR,,GARNER,NC,27529,(919) 230-9464,2020/06/23 00:00:00+00,Restaurant,18055,-78.58553086,35.69877212,M
754758,04092018395,Demario's,1155  Timber Dr E ,,GARNER,NC,27529,(919) 605-5591,2020/07/01 00:00:00+00,Restaurant,18056,-78.57703897,35.68905989,T
754759,04092018397,Smithfield's Chicken 'N' Bar-B-Q,121 WAKELON ST,,ZEBULON,NC,27597,(919) 269-7900,2020/07/08 00:00:00+00,Restaurant,18057,-78.31878142,35.83344055,M
754760,04092018132,Burger Fi,2001 WALNUT ST,101,CARY,NC,27518-9205,(919) 900-8959,2019/07/08 00:00:00+00,Restaurant,18063,-78.74142861,35.75880896,M
754761,04092013719,La Rancherita,4325-3000 Glenwood Ave,,RALEIGH,NC,27610,(919) 785-1951,2002/11/18 00:00:00+00,Restaurant,18002,-78.67658819,35.8395892,M
754762,04092018144,Harris Teeter #495 Starbucks,8345 Creedmoor RD ,,RALEIGH,NC,27613,,2019/06/18 00:00:00+00,Restaurant,18065,-78.68223183,35.90105252,M
754763,04092018146,FLAVORS KITCHEN,4051 Davis DR ,,MORRISVILLE,NC,27560,(919) 388-9432,2019/08/02 00:00:00+00,Restaurant,18067,-78.85811603,35.8356265,M
754764,04092110501,Vernon Malone College & Career Academy Cafeteria,2200 S. Wilmington St.,,RALEIGH,NC,27603,(919) 856-8119 ext. 24768,2014/06/30 00:00:00+00,Public School Lunchrooms,18079,-78.64408147,35.75226593,M
754765,04092018168,THAI'S NOODLE,2101 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 481-3036,2019/09/05 00:00:00+00,Restaurant,18083,-78.84652326,35.82111262,M
754766,04092014840,KFC/Long John Silvers # J120031,7040 Knightdale BLVD ,,KNIGHTDALE,NC,27609,(919) 266-4096,2007/04/05 00:00:00+00,Restaurant,18084,-78.49327225,35.79797229,M
754767,04092030368,Hale Yeah Kitchen  (WCID #640),218 S White ST ,,WAKE FOREST,NC,27587,(860) 912-2080,2018/06/19 00:00:00+00,Mobile Food Units,18089,-78.51016553,35.97750081,M
754768,04092017489,J. ALEXANDER'S,4600 CRABTREE VALLEY AVE ,,RALEIGH,NC,27612,(984) 200-4493,2016/12/07 00:00:00+00,Restaurant,18097,-78.68450309,35.84046562,M
754769,04092018190,Dunkin Donuts/Baskin Robbins #339085,2727 Capital BLVD ,,RALEIGH,NC,27604,(919) 875-9092,2019/09/30 00:00:00+00,Restaurant,18098,-78.60179762,35.81684953,M
754770,04092016249,JERSEY MIKES #3131,6176 FALLS OF NEUSE RD ,STE 104,RALEIGH,NC,27609,(919) 870-7827,2012/08/28 00:00:00+00,Restaurant,18108,-78.62017998,35.86657041,M
754771,04092030444,And Also With 'Que (WCID #743),99 N Salisbury ST,,RALEIGH,NC,27603,(919) 832-4485,2019/10/11 00:00:00+00,Mobile Food Units,18121,-78.6407387,35.7809656,M
754772,04092030442,Hummus Garden (WCID #701),3625 HILLSBOROUGH ST,,RALEIGH,NC,27607,(254) 702-9476,2019/09/04 00:00:00+00,Mobile Food Units,18127,-78.68493196,35.79323627,M
754773,04092018072,Starbucks Target 1824,1040 Timber DR E ,,GARNER,NC,27529,(919) 661-2017,2019/03/11 00:00:00+00,Restaurant,18143,-78.57962906,35.6874773,M
754774,04092017449,THAIPHOON BISTRO,"301 S GLENWOOD AVE, STE. 190",,RALEIGH,NC,27603,(919) 720-4034,2016/11/02 00:00:00+00,Restaurant,18096,-78.64745567,35.78419088,M
754775,04092018068,Firenza Pizza,2320-114 Bale ST ,,RALEIGH,NC,27608,(919) 214-9871,2019/03/08 00:00:00+00,Restaurant,18142,-78.62723763,35.812985,M
754776,04092030365,Stavi's Sandwiches (WCID #639),509 Wheddon Cross WAY ,,WAKE FOREST,NC,27587,(757) 256-5677,2018/07/11 00:00:00+00,Mobile Food Units,18170,-78.50497251,36.00211361,M
754777,04092025192,Big Dom's Bagel Shop,203 E Chatham ST ,,CARY,NC,27511,(919) 377-1143,2018/08/06 00:00:00+00,Food Stand,18172,-78.7784243,35.787736,M
754778,04092300287,Agori International African Market,4701-111 Atlantic AVE ,,RALEIGH,NC,27604,,2019/03/13 00:00:00+00,Meat Market,18147,-78.60177748,35.8482227,M
754779,04092021982,SANGAM CAFE,10300 CHAPEL HILL RD ,SUITE 600/700,MORRISVILLE,NC,27560,(919) 460-4300,2016/09/30 00:00:00+00,Food Stand,18184,-78.82715668,35.83264302,M
754780,04092030248,BOJANGLES MOBILE FOOD UNIT (WCID #446),840 E CHATHAM  ST ,,CARY,NC,27511,(919) 614-7532,2013/03/15 00:00:00+00,Mobile Food Units,18195,-78.76021314,35.79096632,M
754781,04092030413,Virgil's Taco Truck (WCID #576),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 649-2154,2019/04/25 00:00:00+00,Mobile Food Units,18148,-78.64171063,35.75324624,M
754782,04092018374,Peak City Hots,841 Perry  RD ,,APEX,NC,27502,(919) 446-6344,2020/05/26 00:00:00+00,Restaurant,18201,-78.84486569,35.71972699,M
754783,04092030482,Biscuit Haven (WCID #771),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 539-6022,2020/06/15 00:00:00+00,Mobile Food Units,18204,-78.63902655,35.752054,M
754784,04092018385,The Arepa Bar ,7909 FALLS OF NEUSE RD ,SUITE 105,RALEIGH,NC,27615,(919) 480-3190,2020/06/22 00:00:00+00,Restaurant,18206,-78.62599606,35.89330024,M
754785,04092021997,H Mart Seafood Department,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,Food Stand,18207,-78.84865444,35.78921622,M
754786,04092016212,ABBEY ROAD TAVERN & GRILL,1195 W CHATHAM ST ,,CARY,NC,27513,(919) 481-4434,2012/07/16 00:00:00+00,Restaurant,18215,-78.80690314,35.77079471,M
754787,04092021957,SOUTH GARNER PARK CONCESSION,1210 POOLE DR ,,GARNER,NC,27529,,2016/04/08 00:00:00+00,Food Stand,18217,-78.6271324,35.69221325,M
754788,04092017208,BRIER CREEK BEER GARDEN,8521-101 BRIER CREEK BLVD ,,RALEIGH,NC,27617,(984) 439-2330,2016/04/20 00:00:00+00,Restaurant,18218,-78.78601339,35.90572819,M
754789,04092017223,EGGS UP GRILL #17,1436 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 285-4463,2016/05/10 00:00:00+00,Restaurant,18221,-78.77067049,35.59261337,M
754790,04092017215,PENG'S ASIAN CUISINE,108-A FACTORY SHOPS RD ,,MORRISVILLE,NC,27560,(919) 678-5313,2016/04/22 00:00:00+00,Restaurant,18219,-78.81776736,35.86038432,M
754791,04092021962,PUBLIX #1520 PRODUCE,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016/05/23 00:00:00+00,Food Stand,18222,-78.79652253,35.70711378,M
754792,04092016897,FIVE GUYS 1710,1121 PARKSIDE MAIN ST.,,CARY,NC,27519,(919) 380-0450,2015/03/25 00:00:00+00,Restaurant,18225,-78.88929435,35.84836238,M
754793,04092018195,The Winchester Pub & Bottle Shop,6146 Falls of Neuse RD ,,RALEIGH,NC,27609,(919) 896-6955,2019/10/14 00:00:00+00,Restaurant,18224,-78.62052805,35.86636362,M
754794,04092016901,THE LODGE AT WAKE FOREST #5647,1151 S Main ST ,,WAKE FOREST,NC,27587,(919) 554-8768,2015/04/08 00:00:00+00,Restaurant,18226,-78.5170664,35.96434033,M
754795,04092018350,Tropical Smoothie Cafe NC24,228 Crossroads BLVD ,,CARY,NC,27518,(919) 651-8379,2020/04/15 00:00:00+00,Restaurant,18228,-78.73871452,35.76064286,M
754796,04092040384,Buff-O-Lina #2 (WCID #766),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 649-7765,2020/05/12 00:00:00+00,Pushcarts,18229,-78.7114342,35.63398295,M
754797,04092025312,Just Wingin' It,1813 Garner RD ,,RALEIGH,NC,27610,(919) 532-9707,2020/05/22 00:00:00+00,Food Stand,18230,-78.6307037,35.75696516,M
754798,04092015453,HIBACHI GRILL & SUPREME BUFFET,3131 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 878-5888,2009/08/20 00:00:00+00,Restaurant,18231,-78.59044451,35.82314532,M
754799,04092021992,H Mart Kangnam Town,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,Food Stand,18245,-78.84865444,35.78921622,M
754800,04092016443,JUSTICE CENTER CAFE,300 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 831-9292,2013/06/11 00:00:00+00,Restaurant,18253,-78.6411193,35.77632989,M
754801,04092021745,NORTHSIDE FISH MARKET,2275 NEW HOPE CHURCH RD ,,RALEIGH,NC,27604,(919) 850-0891,2013/06/17 00:00:00+00,Food Stand,18254,-78.60062749,35.83624718,M
754802,04092017272,WENDY'S #6336,8050 TEN TEN RD ,,RALEIGH,NC,27603,(919) 329-8224,2016/08/30 00:00:00+00,Restaurant,18255,-78.69876609,35.66389668,M
754803,04092017522,IMURJ CAFE,300 S. MCDOWELL ST.,,RALEIGH,NC,27601,(919) 825-1515,2017/02/06 00:00:00+00,Restaurant,18260,-78.64215374,35.77671492,M
754804,04092022008,KINGS WOK,8320 Litchford  RD ,SUITE 160,RALEIGH,NC,27615,(919) 878-5252,2017/03/09 00:00:00+00,Food Stand,18262,-78.59988229,35.89223772,M
754805,04092018203,Hibachi Flavor,2822-100 New Birch  DR ,,RALEIGH,NC,27610,(919) 916-5162,2019/11/14 00:00:00+00,Restaurant,18264,-78.59943696,35.74611843,M
754806,04092030420,Taqueria 3 Diamantes (WCID #705),2201 Piney Grove-Wilbon  RD ,Piney Grove Mini Mart,HOLLY SPRINGS,NC,27540,(919) 777-8520,2019/05/14 00:00:00+00,Mobile Food Units,18271,-78.83671577,35.59731325,M
754807,04092030486,Buoy Bowls #3 (WCID #777),400 N SALEM ST ,,APEX,NC,27502-1434,(919) 924-4782,2020/07/09 00:00:00+00,Mobile Food Units,18273,-78.84910721,35.73460716,M
